therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_paired,n_paired_Non-responder
anti-PD1,TIA1,0.5332546234130859,0.08755056684692307,4,0.6681134589016438,0.1423948845408429,8,0.5073151588439941,0.08194349234509193,4,0.6834894299507142,0.20259444333658685,15,0.15353535353535355,0.048503611971104234,0.8857142857142857,4,0.8125,5
