therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_paired,n_paired_Non-responder
anti-PD1,ZFP36L1,1.8085016310214996,0.19090030698804988,4,1.668664038181305,0.23744141498328622,8,1.5452070236206055,0.21737927799161624,4,1.7715299288431803,0.15341906149471937,15,0.21414141414141416,0.12435500515995872,0.11428571428571428,4,0.3125,5
