therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_paired,n_paired_Non-responder
anti-PD1,ELAVL1,0.17074673809111118,0.0686989863468786,4,0.24960705265402794,0.055827495823463816,8,0.1751720868051052,0.08785694224241111,4,0.2598474850257238,0.10591312432947719,15,0.04848484848484849,0.22084623323013414,1.0,4,1.0,5
