therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_unpaired,n_unpaired_Non-responder
anti-CTLA4+PD1,TIA1,0.5341333970427513,0.1253605085403109,4,0.8197681307792664,,1,0.6335184574127197,0.11923777934301935,3,0.8463779091835022,0.1523321132161975,2,,,0.6285714285714286,3,,1
