therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_unpaired,n_unpaired_Non-responder
anti-CTLA4+PD1,rbp_module_pm,0.893365341797471,0.1447517104997838,4,1.098167645931244,,1,0.9329971725742022,0.07725599299059709,3,1.0225808791816235,0.26859962018657313,2,,,0.8571428571428571,3,,1
