therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_unpaired,n_unpaired_Non-responder
anti-CTLA4+PD1,ZC3H12A,0.5314985923469067,0.22206020600562418,4,0.6432566046714783,,1,0.48807548483212787,0.1149230605832392,3,0.5205190628767014,0.2397808600972383,2,,,0.8571428571428571,3,,1
