therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_paired,n_paired_Non-responder
anti-PD1,rbp_module_pm,0.8279888255521656,0.12363081757455432,4,0.9863921590149403,0.05948509578251352,8,0.933789510652423,0.11892058426750575,4,1.0053578210870426,0.13331975874333749,15,0.04848484848484849,0.5964912280701754,0.2,4,0.0625,5
