therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_paired,n_paired_Non-responder
anti-PD1,PCBP1,0.7816927134990692,0.21827204588815313,4,1.0632179453969002,0.2156105439728592,8,0.9030768573284149,0.09254944792545286,4,1.1640907764434814,0.1870512646255154,15,0.04848484848484849,0.009287925696594427,0.34285714285714286,4,0.625,5
