therapy,gene,mean_Pre | Responder,sd_Pre | Responder,n_Pre | Responder,mean_Pre | Non-responder,sd_Pre | Non-responder,n_Pre | Non-responder,mean_Post | Responder,sd_Post | Responder,n_Post | Responder,mean_Post | Non-responder,sd_Post | Non-responder,n_Post | Non-responder,p_R_vs_NR_Pre,p_R_vs_NR_Post,p_Pre_vs_Post_Responder_unpaired,n_unpaired_Responder,p_Pre_vs_Post_Non-responder_paired,n_paired_Non-responder
anti-PD1,RC3H1,0.8676032871007919,0.06251967052154729,4,1.012174241244793,0.13904124303073084,8,0.8727613687515259,0.1762226113847906,4,0.9972361207008362,0.1578102095130075,15,0.07272727272727274,0.12435500515995872,1.0,4,0.625,5
